Id,SalePrice
1677,139310.6116954207
1406,181252.20335180525
2322,222332.8266515302
688,150534.1811132754
143,129895.7452995363
804,245325.14902111894
1214,173298.12660593694
2828,139310.6116954207
1999,171171.65204450072
2467,180814.5889317771
2665,189626.625913172
1538,305587.4037974275
398,113177.8134765746
2822,136554.27661463612
2157,145186.6471848512
1856,153055.63530389205
1269,116592.24059746669
2570,110297.92846789889
2320,259624.90031553135
1517,133877.14211524968
2304,110297.92846789889
1312,100426.88114367645
2012,147085.15675744027
506,213382.25405211782
2865,181037.40972798647
2367,139310.6116954207
554,114953.14845320258
238,129895.7452995363
1954,134278.15407222178
2488,125354.52035535782
2291,98144.59809319019
1969,122166.48744809307
2725,165734.5852648308
1482,158394.66182704177
2763,204335.45943974168
503,245325.14902111894
1584,275094.9252322729
1531,147333.22217024385
2210,136540.39138381957
459,335808.44718254707
556,115116.78487295545
1347,113829.33515420147
1290,105323.57738486853
1388,110297.92846789889
1571,187155.8151710243
2754,191987.40558557317
765,141392.54912745452
2494,129895.7452995363
2870,177757.06198828126
7,240471.43259671968
1114,226285.71154507223
2418,257189.3118390571
291,91322.6164542284
18,416644.46393331303
39,445937.8742805235
1001,298099.9619261544
2442,219430.3368074033
616,142507.02271782252
2680,90263.68373418727
1414,124999.0490583442
289,159585.609363111
40,221220.69777802407
860,122127.04950791974
409,150976.7470225349
673,136190.05742910408
2427,182905.349033227
2036,189421.19285634026
2564,135848.49140272266
642,132049.8444418977
1008,194143.10874047154
1908,125846.88830431554
2519,260003.43788208748
1369,105323.57738486853
2855,185132.03084790424
712,105323.57738486853
1943,109260.45648362095
1958,145407.0319664492
107,224153.1194064578
2295,168330.06431712152
704,100426.88114367645
676,121619.08038461846
259,173298.12660593694
93,288605.6637042948
106,258220.96168639138
2315,181037.40972798647
1050,115116.78487295545
1095,239713.5138982045
2709,151421.90854616804
758,201393.517632756
1496,165861.90073077634
2370,155879.1943669698
2458,331286.1062698222
2733,121668.68352314093
161,219430.3368074033
726,114953.14845320258
845,205142.75142212512
947,250090.1682762861
2232,113829.33515420147
2563,171516.74081748558
2299,99101.53629645932
211,124999.0490583442
605,138736.6272735234
1478,206227.96016864292
2247,304906.29613666306
2274,178570.33758700374
2869,169680.54640514526
967,198287.3766844562
2656,89760.9486769311
667,183781.84411229473
1042,139310.6116954207
2023,133661.0792644766
2447,336249.2482875077
2055,145100.71153310442
2275,287071.17022124445
2204,185132.03084790424
1563,304906.29613666306
483,270069.24337046046
796,151520.5599133612
1526,145100.71153310442
2042,189003.20378585608
442,343399.11832989973
1693,343033.13078892074
1468,239713.5138982045
1430,195279.85837699648
2605,135848.49140272266
1529,250090.1682762861
335,115116.78487295545
1287,100426.88114367645
31,118211.74392688696
1785,290465.8981703293
82,186034.43167578644
2620,109260.45648362095
252,176420.81864557046
721,103143.62034604837
2165,164184.7616647255
2316,211337.26548677738
775,131293.361187912
1558,90277.77469359567
17,206804.25581733402
1022,235097.74852646713
925,135848.49140272266
438,275858.82618830417
1270,155030.47914830034
1272,153632.86325992463
215,135690.55857863693
266,245325.14902111894
2402,320699.8145663354
1250,129895.7452995363
1984,102676.85059477342
1279,124999.0490583442
377,219430.3368074033
1252,157952.33154508413
2156,288605.6637042948
499,298676.56311160326
1374,135848.49140272266
2898,198287.3766844562
401,99101.53629645932
2721,157952.33154508413
2078,227685.11467063296
2589,155356.8524927934
1946,158437.79264723824
1334,133877.14211524968
2781,198471.9359732297
431,486410.83905483235
576,242078.27864427262
1474,230701.98122579837
2254,182684.08931611
2155,332790.61558883754
885,113177.8134765746
643,163963.39115818727
1944,124999.0490583442
480,213382.25405211782
2845,100134.82877412584
2387,320699.8145663354
2407,182399.37596812317
2527,186034.43167578644
2514,180814.5889317771
629,190379.42044256846
80,198287.3766844562
1876,145127.59641660025
1546,114953.14845320258
2518,186913.44521741697
2347,163742.195755466
783,176112.31803686818
1322,83026.49861531974
194,102061.95508614385
1770,245325.14902111894
2143,129895.7452995363
1229,250833.41344883724
511,277536.4381819992
46,210649.59917233675
1348,213158.3108167286
2465,180814.5889317771
387,232563.52500989503
873,226285.71154507223
1918,129895.7452995363
2764,281942.9677738949
2184,129895.7452995363
934,163618.47748901937
1920,129895.7452995363
2631,163742.195755466
1768,450023.54569732817
2040,102061.95508614385
1749,213382.25405211782
834,249787.80890226367
1457,219430.3368074033
79,150976.7470225349
2302,110297.92846789889
1817,124999.0490583442
2755,182905.349033227
359,201847.12992255104
2059,115116.78487295545
2092,245325.14902111894
2516,212821.83896117908
150,129895.7452995363
1656,146623.8636721691
83,105323.57738486853
2411,164184.7616647255
795,99101.53629645932
2312,219430.3368074033
2917,113829.33515420147
1624,198287.3766844562
2215,312684.0269215876
1211,164184.7616647255
1485,158394.66182704177
1024,199463.64172069827
570,185357.88449591034
2874,141430.31667073103
700,113829.33515420147
2756,176420.81864557046
2022,150882.17241916986
583,276692.9637225828
2392,493177.10260978783
2424,196006.5480230579
212,124999.0490583442
736,124678.77749857993
1610,171853.32935487793
890,113177.8134765746
467,181037.40972798647
578,266724.0438783023
1747,198287.3766844562
1149,150976.7470225349
2758,238145.38845341286
857,134278.15407222178
2219,322754.9263288961
733,133661.0792644766
2909,124678.77749857993
1798,232563.52500989503
235,110181.29615581404
2366,129061.18627126543
1027,124999.0490583442
1195,136190.05742910408
1303,84985.17711179657
148,220131.9401151516
608,186938.161943834
2515,204721.50328083365
821,277536.4381819992
2500,267260.21124636556
745,105323.57738486853
741,113829.33515420147
1611,125291.88929222716
2532,124999.0490583442
1081,226285.71154507223
1692,423351.92966328486
2520,224153.1194064578
276,127667.43566921222
1992,100426.88114367645
663,92831.1595307621
418,176420.81864557046
1733,201847.12992255104
2359,156410.2166027059
253,189539.46405377894
1518,160837.8890236387
2035,152837.55820573104
2919,98144.59809319019
1540,264410.9766975842
2120,129895.7452995363
1674,152961.19224687078
256,150534.1811132754
2361,99101.53629645932
978,98144.59809319019
2280,155879.1943669698
2095,219430.3368074033
1709,320699.8145663354
2801,239713.5138982045
1246,139266.20630539948
2373,152518.6263376113
1055,309213.83829392376
2017,113829.33515420147
1099,267260.21124636556
1344,105323.57738486853
835,167343.76877163173
1117,189539.46405377894
2043,115792.5526642071
2085,134278.15407222178
410,181037.40972798647
2650,114953.14845320258
2867,158308.72617529499
1668,110297.92846789889
1161,180814.5889317771
2122,174177.14014756746
2539,129381.45783102971
1047,150976.7470225349
1445,136190.05742910408
541,129895.7452995363
569,185357.88449591034
1276,126100.32340023083
918,154962.84428556377
326,140745.18764391475
1936,129895.7452995363
895,104052.1857670795
257,124999.0490583442
1241,169618.2312448965
1545,139753.17760468018
1189,179174.1620953674
270,145186.6471848512
2066,157001.5964442065
693,113829.33515420147
1259,135848.49140272266
2916,145127.59641660025
2321,255399.4440251781
1977,129575.47373977202
1895,169618.2312448965
1240,171737.93622020684
85,124999.0490583442
1823,125335.127298563
825,309679.6055652061
110,202764.84103710766
697,113829.33515420147
2297,124999.0490583442
1231,134278.15407222178
1355,124999.0490583442
968,319455.17183811567
584,228477.13141977947
1315,113829.33515420147
1606,129895.7452995363
206,115371.65164395959
1685,408563.53513139265
2016,111748.033060396
869,198287.3766844562
2135,115832.73737835194
2346,206407.70423797995
2430,278776.51720698166
2198,105401.23222670681
2652,125020.34352496135
27,113177.8134765746
241,150976.7470225349
906,139910.6286156439
1506,124999.0490583442
2098,355304.19178152364
1435,226285.71154507223
2213,147403.7189590146
1274,145100.71153310442
743,89230.61213507973
1737,176420.81864557046
2797,288605.6637042948
2185,104655.19171668275
58,213382.25405211782
830,218261.39683033357
808,128031.65485474428
680,142677.9025318547
1153,129895.7452995363
1291,133877.14211524968
1818,136284.7030969441
2161,198287.3766844562
1883,129895.7452995363
350,298099.9619261544
2473,150976.7470225349
295,133839.9310323313
293,158308.72617529499
859,140745.18764391475
288,100822.95155364987
1578,142677.9025318547
102,170528.81368039205
2831,145121.69532228552
1030,169618.2312448965
2551,140572.4662017896
1286,124678.77749857993
958,342909.50706791563
776,131293.361187912
72,169494.51297844987
2263,240099.72023619828
1866,145100.71153310442
2876,94181.04072714095
2146,257189.3118390571
103,210234.2325104874
1500,139310.6116954207
492,181037.40972798647
167,153632.86325992463
2597,110297.92846789889
2685,111748.033060396
1035,174177.14014756746
1220,96044.80130279735
2602,158308.72617529499
2159,213382.25405211782
695,138098.23977933207
1109,259948.31681643944
640,163742.195755466
1652,186034.43167578644
2090,158308.72617529499
1188,164184.7616647255
2345,245325.14902111894
1059,379673.16098277026
2751,198287.3766844562
128,151080.34251978665
1523,223462.99131045013
2925,140745.18764391475
2145,255464.1702061008
1121,194896.67972336424
566,195909.46629943873
565,245325.14902111894
1331,135848.49140272266
2928,124999.0490583442
156,134278.15407222178
797,135848.49140272266
327,98144.59809319019
2859,158308.72617529499
1453,115832.73737835194
1762,315658.3032047359
1868,200799.4425669681
1760,181037.40972798647
1113,231688.71060159983
1812,168301.10465813696
117,168301.10465813696
1142,191910.46716521692
2342,467326.14895746706
927,164482.30560430308
2478,168301.10465813696
655,92268.21402505667
2064,129895.7452995363
369,295912.7817531881
2239,151006.1461810029
2732,229188.20138919912
1653,156410.2166027059
959,207237.94928386857
2395,374449.48265415843
1412,116476.42729845233
271,275094.9252322729
1484,158394.66182704177
1497,125335.127298563
552,162994.11905759372
2,105323.57738486853
1855,260992.56074018276
4,317478.32933336555
2292,171516.74081748558
134,126437.936789675
646,108064.11591536675
42,312692.4678252696
532,187669.963669446
713,98144.59809319019
2561,139266.20630539948
2360,129895.7452995363
1333,100426.88114367645
1407,189403.822887566
2892,268760.35379783437
574,247901.91752365866
1227,165861.90073077634
2591,294845.0974470874
1476,211190.8341774106
1125,249733.5679799745
1446,129381.45783102971
408,129258.786946914
1101,288605.6637042948
2251,145127.59641660025
373,207283.97295462462
2554,139781.95149438042
2382,263782.86146364047
1985,90263.68373418727
519,237937.52693970973
1093,206407.70423797995
864,257189.3118390571
2889,142011.55935338355
2308,154734.4669602026
986,142677.9025318547
1302,111748.033060396
585,181037.40972798647
2708,158529.92157801625
147,121411.09700252325
1441,226285.71154507223
383,171853.32935487793
285,141902.67183047408
181,100426.88114367645
358,186034.43167578644
780,163295.90857377427
258,213382.25405211782
1865,206407.70423797995
692,119581.82749684653
2902,336227.1435782612
508,221220.69777802407
2638,123199.79616006467
36,181037.40972798647
611,163742.195755466
2281,119252.1853518416
1678,139310.6116954207
1696,465088.5262671438
1557,90263.68373418727
2180,158437.79264723824
1726,258112.88535333972
951,158308.72617529499
267,213382.25405211782
2706,125000.03148834093
2221,212199.9467905478
1357,133877.14211524968
2901,299608.7061578976
347,219430.3368074033
2164,205142.75142212512
1586,333225.9815045664
360,169618.2312448965
1769,239713.5138982045
2617,200799.4425669681
1879,138736.6272735234
991,235255.427227849
1535,110936.04113715986
1191,121373.12353964442
1579,220356.59469207702
1882,133410.56509485678
1510,109260.45648362095
2196,147686.8612570223
1845,168615.49943681934
2336,442675.4723489301
942,100426.88114367645
861,124999.0490583442
2555,121417.77030560933
1392,140745.18764391475
2099,243764.67532626353
1543,128632.87266773425
948,213382.25405211782
1239,147574.59877304675
22,234525.21417506493
2796,218261.39683033357
2747,191910.46716521692
92,288605.6637042948
210,155977.03876097873
1858,242078.27864427262
2228,201817.4000513207
447,189539.46405377894
827,264306.3523545065
1649,254137.18600251383
682,128460.79957766087
2698,120829.18394263308
494,213382.25405211782
214,98144.59809319019
2441,225090.34610288395
2679,105323.57738486853
1336,120689.24890539919
465,213382.25405211782
1524,165551.41693022772
2543,129895.7452995363
631,134278.15407222178
2452,288605.6637042948
228,188590.58428346782
126,156093.07100615776
1092,210649.59917233675
1122,165143.39371400373
932,228498.3532747311
1980,94181.04072714095
2171,127618.98302069581
551,173298.12660593694
2768,186913.44521741697
2056,110297.92846789889
1159,347579.0101207297
2645,98144.59809319019
1174,207033.83065200693
2266,219430.3368074033
2462,334019.64291829825
1219,129895.7452995363
2922,142454.12526264304
118,157814.872042929
474,198471.9359732297
2576,163963.39115818727
872,275094.9252322729
1077,214434.11667282518
1536,177171.40580037786
1150,147039.49977348256
2341,305199.1054889254
1931,129895.7452995363
2785,140745.18764391475
2538,129895.7452995363
597,245325.14902111894
464,182684.08931611
233,229188.20138919912
2169,146889.43149050802
2123,189582.53442504263
1867,179174.1620953674
137,226285.71154507223
515,216045.36332441302
933,128632.87266773425
2784,173298.12660593694
972,169308.40441188167
599,187921.87962511383
2614,156410.2166027059
2582,138175.31198720925
1409,158308.72617529499
175,86822.93093221585
352,240471.43259671968
976,98144.59809319019
2134,204335.45943974168
984,129895.7452995363
2396,435881.7021473308
1673,164772.54936399136
404,113829.33515420147
607,161898.2926853986
814,164714.10903479048
868,198287.3766844562
2271,169618.2312448965
1633,253557.33371607878
337,158632.81752394908
2765,155356.8524927934
1746,162813.67144451733
368,371461.1859337832
2806,205142.75142212512
1662,201847.12992255104
1234,186034.43167578644
1373,127913.39251418624
1672,99101.53629645935
1939,151594.62998829322
